feature	(5Z)-7-OXOZEAENOL	5-FLUOROURACIL	681640	A-443654, KIN001-139	A-770041, KIN001-111	A-83-01	ABT-737	ACETALAX, OXYPHENISATIN ACETATE	ACY-1215	AFATINIB	AGI-5198	AGI-6780	AICAR, N1-(B-D-RIBOFURANOSYL)-5-AMINOIMIDAZOLE-4-CARBOXAMIDE	AKT INHIBITOR VIII, KIN001-102	ALECTINIB	ALISERTIB	ALPELISIB	ALVOCIDIB	AMG-319, AMG319	AMUVATINIB	APABETALONE	APITOLISIB, GDC0980	APO866, FK866	APR-246	AR-12	AR-42	ARA-G, 9-??-D-ARABINOFURANOSYL GUANINE	AS601245	AS605240, KIN001-173	AST-1306	AT-7519	AT13148	AT7867	AUY922	AVAGACESTAT	AXITINIB	AZ-628	AZ6102	AZ960	AZD3759	AZD4547	AZD5363	AZD5582	AZD6482	AZD6738	AZD7762	AZD8055	AZD8186	AZD8931	BAM7	BAY-61-3606	BDP-00009066	BELINOSTAT	BEXAROTENE	BI-2536	BIBR-1532	BICALUTAMIDE	BIX02189	BLEOMYCIN (50 UM)	BLEOMYCIN	BMS-345541	BMS-509744, KIN001-127	BMS-536924	BMS-754807	BORTEZOMIB	BOSUTINIB	BPD-00008900	BRIVANIB	BRYOSTATIN 1	BUPARLISIB	BVD-523	BX-795	BX-912	C-75	CABOZANTINIB	CAMPTOTHECIN	CANERTINIB	CAP-232, TT-232, TLN-232	CARMUSTINE	CAY10566	CAY10603	CCT007093	CCT018159	CD532	CEDIRANIB	CETUXIMAB, ERBITUX	CGP-082996, CINK4, KIN001-021	CGP-60474	CHIR-99021	CISPLATIN	CMK, KIN001-128	CP-724714	CP466722	CPI-613	CRIZOTINIB	CUDC-101	CX-5461	CYCLOPAMINE	CYCLOPHOSPHAMIDE	CYTARABINE	CZC24832	DABRAFENIB	DACINOSTAT	DACOMITINIB	DACTINOMYCIN	DASATINIB	DIHYDROROTENONE	DINACICLIB	DMOG, DIMETHYLOXALYLGLCINE	DOCETAXEL	DORAMAPIMOD	DOXORUBICIN	EEF2K INHIBITOR, A-484954	EHT 1864	ELEPHANTIN	ELESCLOMOL	EMBELIN	ENTINOSTAT	ENZASTAURIN	EPIRUBICIN	EPOTHILONE B, GNF-PF-193	EPZ-5676	EPZ004777	ERK5-IN-1	ERLOTINIB	ETOPOSIDE	ETP-45835	EX-527	FH535	FILANESIB	FLUDARABINE	FMK, KIN001-242	FORETINIB	FR-180204	FTI-277	FTY-720, FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA	FULVESTRANT	GALLIBISCOQUINAZOLE	GDC-0068	GDC-0810	GDC-0941	GEFITINIB	GEMCITABINE	GENENTECH CPD 10	GNE-317, GNE317, GNE 317	GNF-2	GS-9973	GSK1059615	GSK1070916	GSK1904529A	GSK2110183	GSK2126458	GSK2578215A	GSK2606414	GSK269962A	GSK343, GTPL8240, AOB3680, AK175558	GSK429286A	GSK591, EPZ015866, GSK3203591	GSK650394	GSK690693	GW 441756	GW-2580	GW843682X	HG-5-113-01	HG-5-88-01	I-BET-762	I-BRD9	IBRUTINIB	IC-87114	ICL1100013	IDELALISIB	IKK-2-INHIBITOR-V	IMATINIB	IOX2	IPA-3	IRINOTECAN	ISPINESIB MESYLATE, SB-715992	IWP-2, WNT INHIBITOR IWP-2	JNJ-38877605	JNK INHIBITOR VIII	JNK-9L, KIN001-204	JQ1	JQ12	JW-7-24-1	JW-7-52-1, NA	KB NB 142-70	KIN001-042	KIN001-135	KIN001-206	KIN001-236	KIN001-244	KIN001-260, BAYER IKKB INHIBITOR	KIN001-266	KIN001-270	KOBE2602	KRAS (G12C) INHIBITOR-12, GTPL8020	KU-55933	KU-57788	LAPATINIB	LCL-161	LDN-193189	LEFLUNOMIDE	LENALIDOMIDE	LESTAURTINIB	LFM-A13	LGK-974	LIMK1 INHIBITOR BMS4	LINIFANIB	LINSITINIB	LJI308	LY2109761	MASITINIB	METAP2 INHIBITOR, A832234	METHOTREXATE	MG-132	MIDOSTAURIN	MIM1, MIM 1, MIM-1	MIM1	MIRA-1	MIRIN	MITOMYCIN-C	MITOXANTRONE	MK-1775	MK-2206	MK-8776, SCH900776	ML323, GTPL7898, AOB2313,	MN-64	MOTESANIB	MPS-1-IN-1	NAVITOCLAX	NELARABINE	NG-25	NILOTINIB	NINTEDANIB	NIRAPARIB	NPK76-II-72-1	NSC-207895, XI-006	NSC-319726	NSC-87877	NUTLIN-3A (-)	NVP-ADW742	NVP-BEZ235	NVP-BHG712	NVP-TAE684	OBATOCLAX	OF-1	OLAPARIB	OSI-027	OSI-930	OSIMERTINIB	OTX015	OXALIPLATIN	P22077	PAC-1	PACLITAXEL	PALBOCICLIB	PANOBINOSTAT	PARTHENOLIDE	PAZOPANIB	PCI-34051	PD-0325901	PD-173074	PD-184352	PELITINIB	PEMETREXED	PEVONEDISTAT	PF-4708671	PF-562271	PFI-1	PFI-3	PHA-665752	PHA-793887	PHENFORMIN	PI-103	PICOLINICI-ACID, PICOLINATE	PIK-93	PILARALISIB, XL-147	PIPERLONGUMINE	PLX-4720	PODOPHYLLOTOXIN	PONATINIB	PRT062607	PYRIDOSTATIN	PYRIMETHAMINE	QL-VIII-58	QL-X-138	QL-XI-92	QL-XII-47	QL-XII-61	QS11	QUIZARTINIB	REFAMETINIB	RO-3306	ROSCOVITINE	RTRAIL	RU-SKI-43	RUCAPARIB	RUXOLITINIB	S-TRITYL-L-CYSTEINE	SABUTOCLAX, BI-97C1	SALUBRINAL	SARACATINIB	SAVOLITINIB	SB 505124	SB-216763	SB-590885	SB52334	SCH772984, CS-1421	SELUMETINIB	SERDEMETAN	SGC0946	SHIKONIN	SINULARIN	SIROLIMUS	SL 0101-1	SN-38	SNX-2112	SORAFENIB	SPHINGOSINE KINASE 1 INHIBITOR II, PF-543	STF-62247	SU-11274	SUNITINIB	T0901317	TAK-715	TALAZOPARIB	TAMOXIFEN	TANESPIMYCIN	TASELISIB	TELOMERASE INHIBITOR IX, MST-312, MST 312, MST312	TEMOZOLOMIDE	TEMSIROLIMUS	TENIPOSIDE	TENOVIN-6	TG-101348	TGX-221	THAPSIGARGIN	THZ-2-102-1	THZ-2-49	TIPIFARNIB	TIVOZANIB	TL-1-85	TL-2-105	TOPOTECAN	TORIN-2	TOZASERTIB	TPCA-1	TRAMETINIB	TRETINOIN	TRICHOSTATIN-A	TUBASTATIN A	TW-37	TWS-119	UMI-77, UMI 77	UNC0638	UNC0642	UNC1215	UPROSERTIB	VE-821	VE-822	VELIPARIB	VENETOCLAX	VENOTOCLAX, ABT-199, VENECLEXTA, GDC-0199	VINBLASTINE	VINCRISTINE	VINORELBINE	VISMODEGIB	VNLG-124	VORINOSTAT	VOXTALISIB	VX-11E	VX-702	WEHI-539, WEHI539	WH-4-023	WHI-P97, KIN001-055	WIKI4	WNT-C59	WYE-125132	WZ-1-84, KIN001-123	WZ3105	WZ4003	XAV-939	XMD11-85H	XMD13-2	XMD14-99	XMD15-27	XMD8-92	Y-39983	YK-4-279	YM-155	YM-201636	Z-LLNLE-CHO, Z-L-NORLEUCINE-CHO	ZG-10	ZIBOTENTAN	ZM-447439	ZOLEDRONATE, ZOLEDRONIC ACID, ZOMETA, RECLAST	ZSTK-474
CD8_Tcm_gex	0	0	0	0	4.23176229620839	0	0	9.86989287022029	0	0	14.7376787514565	0	0	0	0	18.7742051408433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.0849139256015	0	0	0	0	0	0	48.6620288516618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.527295597642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.4921137018441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38458531409355	0	0	0	0	0	0.291883452081775	0	0	0	0	0	0	0	0	0	0	0	0	0	46.373897551165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58852598896311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0272579477405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5647283315842	0	0	0	0	0	0	0	0	0	0	20.4241606674673	0	0	0	0	0	0	0	0	0	0	0	1.34529124759179	0	0	0	0	0	0	0	2.14678191353699	0	0	0	0	0	0	0	0	0	0	0	1.29241166923126	0	2.27072991776677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8_Tem_gex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6435344873156	0	2.48754244055889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.24770635940673	0	0	0	0	90.0375398008471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.0869713315576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9066607448898	0	0	0	0	0	0	0	0	0	0	52.4808571879228	71.125416124642	0	18.8173067111051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31044806454836	0	0	0	0	0	0	0	0	0	0	18.3290099503632	0	0	0	0	0	28.9904841389544	0	0	0	0	0	0	6.39035438325018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0866252056042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.1339654591468	0	0	0	0	0	0	0	0	0	0	14.6257730037273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.4627300515376	0	0	0	1.0269468893934	0	0	0	0	0	0	0	0	0	0	8.99163900880574	0	0	0	47.5012062545938	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8_naive_T_cells_gex	0	7.89924772252508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81787059831675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7031274329634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.5009361350777	0	0	0	0	0	0	0	0	0	0	0	0	18.2373010763141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.3116033603788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.3193327687221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15931256669163	0	0	0	0	0	0	0	0	0	0	0	0	0	30.9048861064665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853756806579037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.8720648337815	0	0	70.8344096881112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.918741675045	0	0	0	0	0	0	0	0	64.0949056598446	0	0	0	0	0	0	0	78.6886962607984	0	0	0	0	0	0	0	4.31031980325629	0	0	0	0	0	0	0	0	0	0	0	0	5.16816573464	100	0	0	0	0	0	2.82881407733846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLP_gex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0706142578246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2416157183598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8941149714028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.8952840126694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.7645817923566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.3666060535867	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0.109457341709349	0	0	0	0	0	0	0	0	0	0	0	0	8.02541833341761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.5628020155058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4773809802189	98.7804260130198	0	0	0	0	0	0	7.29181355866142	0	0	0	0	0	5.94737283033229	0	0	0	0	0	0	0	0	0	13.3955625424607	19.2810461945027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33273473466505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0494495747062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.78377826574733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7864583041531	0	0	0	0	0	0
CMP_gex	0	0	0	0	61.4126329943436	0	3.76334663565636	0	27.9466953594133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7366868470306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.3831456510973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	33.7056937147475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77655616579725	0	0	0	0	0	0	0	0	0	0	62.805402601263	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3212823612469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.9641687414356	0	0	0	0	0	0	0	0	0	0	0	0	35.2850994188703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.4377688204782	0	0	0	0	0	11.5308002321381	0	0	0	0	0	8.38808268874265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6300998633076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0414012602535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2830360958686	0	0	0	45.3786529456144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chondrocytes_gex	0	0	0	0	15.6630493797687	0	30.1855381079668	0	0	0	0	0	24.2993535204261	0	0	0	0	0	0	0	0	0	0	0	0	24.6572193149954	0	0	22.7861129635455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71844720363875	0	0	0	32.6380854032558	13.0286653247883	0	0	0	0	0	46.8736792777372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.8936417391916	0	0	0	54.4178080090359	18.7354337583407	0	0	0	0	0	0	0	0	0	0	0	17.302995111854	0	0	0	0	0	0	0	0	0	84.2783096503417	0	0	0	0	0	0	0	0	0	0	0	5.13348463467055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9765090864277	0	23.32007369534	0	0	0	0	0	0	0	0	0	52.2288800541751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.8671827016119	0	0	0	0	0	0	0	13.8360622097993	0	0	0	0	9.48626234250063	0	0	0	0	0	0	0	0	0	0	0	6.5110502549763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.2833044557639	8.54060031767807	0	0	0	0	0	0	0	0	0	45.4466835172111	0	0	0	13.9763965928724	25.9415040753237	0	0	0	0	0	59.820442530706	0	0	0	0	10.4886096826469	0	0	35.4219395201355	20.1996966497002	0	8.46232294930425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0347645346967	0	0	0	0	0	0	0	0	0	39.6442461489569	0	0	0	0	44.7982683383935	0	0	0	0	0	0	0	0	0	0	0	29.0887359747691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7534632164738	0	0	0	0	0	50.2812627427956	0	0	0	0	0	0	0	0	34.2633095427653	0	0	0	0	0	0	0	0	9.12247782671771	0	0	0	39.0427299420835	55.3966102772037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4667052153765	0	0	0	0	0	0	0	0	56.4544914336101	0	0	0	0	0	0	0	0	0	0	0	0	8.1552146986059	0	0	0	0	0	0	0	0	0	0	0	0	0
Class_switched_memory_B_cells_gex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.1550765264944	0	15.0991788837017	0	0	85.1544743250705	0	0	0	0	0	0	0	0	0	0	0	14.348347744466	0.485888444634731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.6202503865073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9416276324388	0	0	0	0	0	0	0	0	0	0	0	0	27.7490390731418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2892381858611	0	0	0	0	0	0	0	0	0	0	0	0	99.8142053534182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4726287734264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.9421621546662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72520277377686	0	0	0	0	1.58620444792045	0	0	0	0	0	11.5495355597761	0	0	0	0	29.3394126053598	0	0	0	0	0	0	40.2047014353744	0	0	0	0	0	0	0	0	0	4.04927610723987	0	11.6893204077174	0	0	0	0	0	0	0	0	0	0	0	42.4969859071695	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0.00398546364228247	0	0	0	0	0	23.5938469969736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02129145768988	0	0	0	0	0	0	42.408318837329	20.9895161910706	0	0	0	0	0	0	0	0	0	0	11.8236742019687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.0596988065025	0	0	0	0	0	0	5.82184334289506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4665058744407	0.0270638487262861	0	0	0	0	0	0	0
DC_gex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.2524846560035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238877757007867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47609025229056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002016_cnv.panel	0	0	0	0	0	0	15.3150601453147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98344547110543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1266220848044	0	17.0415498483596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6961376982584	0	0	0	0	0	0	0	0	0	0	0	2.42572965995344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002834_cnv.panel	0	0	0	0	0	2.82077640978826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004700_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9311200988267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
